review,label
Soket sudah di kencangkan. aneh nya kondisi dipakai ngisi max sekitar 14.2v tapi kok ga tahan lama saat mesin dimatikan kontak tetap on lampu depan nyala tidak lama,0
motor ku mio gt 2014. saat distater tangan tidak hidup. saat rem(rem muka atau blkang) diramas tanpa tekan tombol stater motor hidup.begitu juga waktu jln. waktu rem diramas seperti lagi tekan tombol stater bunyinya,0
Bos mau nanya motor saya honda revo fit injek waktu nyalain normal kalau udah satu putaran ada dgas ada bunyi tek tek itu apanya bos trim,1
Soket sudah sya kencangkan semua tapi masih tetap drop aki nya walaupun habis dipakai,0
Permisi Numpang Tnnya .. Motor Ny Smash .. Klo Mau Ganti Seher Gede .. Ganti Seher Thunder 125 .. Yg Lain Nya Standar JeboL Ga Tu Gan ? Klo Seher Gede Yg Lain Standar,1
harga as kruk beat fi kisaran harga berapa,1
bos mau tanya kalo motor satria fu saya susah hidup itu kendalanya ap y,1
Mas bisa bantu. motor jika di hidupkan indikator di avometer menujukan ngisi begitu juga saat di bawa jalan naik menujukan ngisi namun saat mesin dimatikan posisi kontak tetap on tidak lama indikator aki langsung nyalah angka di avometer langsung drop padahal aki baru sebulan,0
Masalah dimananya ya apakah di spul,0
Bos mau tanya beat esp 2018 saya kan masih 2 bulan.tpi wktu di gas kok brisik ya bunyi krikkk gitu?tapi bukan pada cvtnya.sperti dari mesinnya.tapi kalau pas gas tidak ditarik bunyi itu gk ada?kira2 apanya ya bos??solusinya gimana?,1
sy punya honda matic vario 125 esp baru kehabis oli mesin karna penutup oli mesinnya terbuka setelah habis ganti oli .bgmn penanganannya bos,1
Maaf gan saya mau tanya soal motor honda beat FI,1
Kalo motor mati total kenapa ya,1
kalo hbis ganti ring n klep .trus d hdupin hdup. tp d gas bsar atau fol kok gk mau ya.trus keluar api d karburator,1
motor mx new saya kn ngasep.saya bawa ke bengkel udh di ganty ring. tpy ko suara ny klmitik. kalo di ganti piston nya bunyi nya bisa ilang atau tidak ya,1
Om saya mw tanya.. Kelep satria f.. Sim siman tu apa ya.. Kalau mw di bikin standar lagi,1
Misi om numpang tanya nih.klo shock Depan satria fu wat motor semes bisa ga bos.mohon jwabannya bos.brng x ada yg tau solusinya,0
Mas saya mau tanya kemren saya ganti kampas ganda pada motor matic honda beat saya karena tenaga nya kurang,0
setelah saya ganti kampas dengan yg baru knpa tarikan awal masih melemah,1
Bos mau tanya Motor ane jupiter Burhan tiba2 mati setelah saya coba otak atik ahirnya motor ane bsa hidup lg tpi gron koil g boleh d pasang jadi cuman 1 soket aja yg terpasang,1 
Bang mau tanya biasanya klo dealer tuh bisa gak ya masang lampu hazard,0
motor saya vga R tapi olinya kok keluar dari selang yg ada di bawah mesin hingga olinya abis ya,1
tidak bisa nyala. distater ga kuat. di kick starter juga sama . sy coba terus akhirnya nyala . baru aja 10 meter mati lagi dan akhirnya ga bisa nyala lagi ,1 
tuan tuan pengen tanya nih utk kerusakan new soul gt bunyi tek tek solusinya apa ya pdhal udah ganti block,1
bang motor saya supra x 125 .keluaran tahun 2006 ..ketika motor saya melewati jarak 7km.an knalpot motor saya keluar asap putih .dan suaranya pun kayak ada bunyi..tik tik tik ...mohon solusinya,1
motor n max abs baru satu bulan pakai cek punya cek saya lihat ada keretakan pada penutup v belt pada bagian ban belakang tdk mengeluarkan oli normal kah seperti itu semua motor n max,1 
"Motor saya matic xeon karbu tahun 2011 kemarin tiba"" mati gak bisa di starter kata nya aki nya tekor jadi mesti ganti aki.. tapi selang sebulan setelah ganti aki motor kembali lagi gak bisa di starter kira"" apa nya ya yg bermasalah,0
motor ane kan beat karbu 130cc harian ko tiba tiba ada penyakit aneh motor ane sering timbul penyakit narik2 kaya yg karbu nya kurang udara masuk udah ane cek pake karbu lain terus koil nya di coba di ganti cdi nya juga udah d coba ganti tapi tetep aja penyakit narik narik nya engga hilang kalo lagi jalan ga ilang ilang,1
"Motor ane cb150r tiba"" mati trus lampu utama kedap kedip. Habis di off kontak nyalaian normal lagi setelah itu mati lagi lampu kedap kedip lagi dan di nyalakan mulai susah,0
Motor saya tu amun d kontak normal aja panelnya tapi di koil gak kluar api,1
mas mau tanya..karbu saya bocor dari saluran pembuangan...saya sudah ganti pelampung dan ventilator...tpi tetep bocor...kira2 apa ya?motor saya supra fit 2005 pakek karbu astrea grand,1
tadi kan motor saya udah di cek semua dari fuel pump hingga ke komponen injektor nya tapi masih brebet apabila di gas pelan itu kenapa ya,1
motor sy honda beat fi.jln putarn rpm 40 kebawah brebet dan sendat2.klu gas di tarik tinggi jln lancar gaa pol tambah lancar .begitu direm rpm 40 kebawah brebet lgi.tlong bantuan ya,1
Motor saya supra tidak keluar listrik sama sekali akan tetapi bila spul koil cdi saya pindahkan ke motor supra yang lain motor bisa nyala,0
spul koil dan cdi sendiri listriknya gk ada lagi,0
Bagaimana caranya mengatasi motor yg selalu mati apabila lampu wesernya dihidupkan,0
Motor saya yg cb150r injeksi habis saya bersihin tangki nya malah gk mau hidup cek pengapian normal lampu indikator/MIL juga gk bermasalah minyak nyembur,1
"Knp ya motor cb150r saya tiba"" mogok dijalan trus indikator injektornya menyala kedipan lalu saya coba nyalakan tidak mau nyala harus matikan kontak trus nyalakan kembali. Semua sudah di ganti tapi tetap saja,1
supra x saya ko kalo agak lama gak di hidupin.. sekali di hidupin jd mbrebet ya..?,1 
apa ada pengaruh nya dengan saya kmaren ganti kampas kopling,1
gmana ya caranya memperbaiki jeglengan sepedah mio yg rusak/loss ya karena starternya juga tidak bisa jd ni g bisa nyala sepedahnya,0
permisi saya mau tanya motor sya gl pro.kenapa tak mau nyala padahal karbulator normal.percikan api busi ada.konfresi ada.tapi saat di selah/stater ringan,1
Motor saya blade injeksi mogok hilang api kira2 apaxa yabos trimalasih,1
mlm bang ane mau nanyak nich ane punya motor mio pas ane lg manasin mesin motor kok rodanya laju terus n apa penyebabnya bang,1
Mas knp ya motor saya klo pas netral sering msuk gigi sendiri,1
motor n max saya ada keretakan pada blok luar v belt bagian luarnya pada ban belakang.normal kah seperti itu,1
gan untuk menyetel klep bagaimana caranya,1
ane pny motor supea 125. awalnya mogok.mendadak,1
setelah di selah hidup lg tapi tes sendat2 kaya krbu ny bermasal / pngpian nya yng bermasalh,1
setelh di servis. di antara krbu pngpiain seherr ring juga sepul sidiae busi klep sudah tukar tuker onderdil lain yng tidak bermasalah artinya sehat tpi belum juga ketemu solusinya masih nyendat aslias mbrebet,1
untuk pemasangan kruk as sama pompa oil g ada setingan khusus kan. cuma pasang seperti semula saja?,0
motor beat injeksi bagian kipasnya jika terkena air (hujan) langsung mati knp ya,1
Motor zeon saya lampu gambar injeksiny nyala terus. Dan g bs lamsam sering mati2 mlulu kl berhenti. Itu kenapa ya gan,0
mau tanya motor Vario sy dispedo meter.digambar F menyala merah knpa ya,1
Klo mio j gk ada api total.injeksi control gk nyala.apa bos ya,1
saya punya suzuki thander 125...mesinnya mudah panas...kemudian kadang2 tidak mau d gas,1
Kadang2 seperti ketekoran minyak..kadang2 hidupnya mudah kadang2 bandel...padahal baru ganti karet vakum...kira2 kenapa ya gan,1
Motor mio sporty di stater nyala wktu di panasi kadang gasnya naik sendiri. Itu kenapa ya,1
cara atasi vario karbu bersuara ngorok bila digeber,1
mau tanya kalau penyebap dari buntunya motor apa yah mas,1
"mau nanya gan kira"" kerusakan apa ya motor mio saya tidak bisa distarter dan di engkol itu keras dan motor tidak bisa menyala dan kira"" berapa ya biayanya,1
Bang mau tanya noken as revo diganti bearingnya tapi setelah dipasang bearingnya macet apa masalahnya ya,0
Gan gimana atasi motor injeksi mati aki kadang nyala bagus kadang redup pengecas dari spul ngak keluar api,0
mtor mio suara injeksi ny mti trus gg ada pngapian itu yg rusak atw yg mati nya itu apa aja gan,1
Aq punya mtor vixion thun 2015 pom oli yang membasahi kepala silinder tu kadang naik kadang tidak apa penyebab nya,1
Saya punya sepeda motor vega R 2005 cma memakai magnet vega new yg uda d bubut spul nya bawaan (standart nya) Kenap lampu jd mati,0
kalo kabel spul mio soul yg keluar apinya warna apa om,0
kenapa motor ninja saya ada bunyi kasar kalw lg lansam tapi kalaw tarik kopling hilang terus klw mw oper gigi susah kadang balik kadang keras,1
Kenapa wktu pnggunaan gigi satu dan dua kalau ngegasnya stabil jalanya gak lancar (Motor agak nahan jalanya/ gak lari),1
Tp klo ngegasnya lngsung dibanyakin baru ada tenaganya/lari,1
motor vario saya tahun 2008. Kira2 ada yg konslet. Waktu kabel aki salah satu sy copot kok motornya mati ya,0
spda sya vixion th 2008 kenapa ya sering nyendat2 kalo lagi di tarik tuas gas na ko mlah mati,1
tiba-tiba brenti susah di starter padahal bensin masih ada,1
susah idup biasanya,1
kalo motor susah diidupin biasanya di stang gitu ya eh,1
kenapa lampu motor aku kalo jarak deket Cuma satu yg idup tapi kalo jarak jauh dua2nya bisa idup,0
menanyakan tentang opini penjelasan bagian mesin,1
biasanya ada di bagian battery accu,0
aki soak,0
mungkin menanyakan bagaimana atau apa yang harus diperbaiki saat mesin terjadi masalah,1
Lampu depan/belakang mati,0
Bagian mana dari mesin ini yang rusak,1
aki soak,0
Ini gimana caranya tiba2 mati,0
Mesinnya suka ngegeredek,1
Kenapa motor saya kok gitu,1
aki abis,0
Ban bocor nih cuy,0
Elektronik error,0
Aki banjir,0
Mengapa mesin pada saat jalan berasa kasar,1
Nggak bisa starter otomatis (harus di selah/kick starter),0
Permasalahan serta solusi nya,1
Gimana cara benerinnya,1
Tidak mau nyala mesinnya,1
Hal yang saya tanyakan bagian yang rusaknya dan penyebabnya dan apakah bisa diperbaiki,1
Aki soak, 0
Relay tidak menyala, 0
Apa saja cara alternatif yang dapat digunakan untuk mengatasi masalah mesin kendaraan pada situasi yang tidak memungkinkan adanya penanganan ahli bagaimana antisipasi dan mitigasi masalah tersebut ?,1
Tidak bisa du selah motor saya ga ada starternya, 0
Lebih suka datang langsung ke bengkelnya sekalian di cek mesin,1 
Mesin otomatis scifi, 1
Gimana cara benerin motor yang mati mesin, 1
Tidak bisa di starter harus di selah gituu, 0
Gimana caranya menganggulangi kondisi mesin mati ditengah jalan, 1
mesin dingin, 1
Menjelaskan apa yg sedang terjadi dan minta pendapat untuk solusi perbaikan mesin, 1
Mesin tiba-tiba mati, 1
Karburator dan busi, 1
Jenis kerusakan sepeda motor, 1
Rem motor kurang pakem, 0
bisa benerin rem motor ga ? Hehe,0
ini kenapa dah ko bisa kaya gini mesinnya?, 1
Apaa yaa kadang kalo agak lama ga diservice suka bunyi gitu trs bagian yg gasnya tuh gaenak , 1
Kenapa stank motor kerasa oleng padahal ga bengkok ?,0
Ini kenapa ya mesinnya mati sendiri?, 1
Apa yang menjadi penyebab dari keluhan saya ketika bermasalah dalam mengendarai sepeda motor atau ketika teman saya mencoba motor saya, 1
Suara mesin menjadi aneh namun tidak tahu apa penyebab masalah tersebut terjadi dan tidak tahu apakah masalah tersebut akan menyebabkan muncul masalah lain yang lebih besar, 1 
komponen apa saja yang sangat krusial dan bagaimana merawat komponen mesin bagi orang awam, 1
Susah di starter, 0
Ini kenapa ya lampunya kedap kedip?, 0
Bagaimana caranya untuk membetulkan busi ini ?, 1
Gimana caranya bore up mesin motor, 1
ga bisa starter harus diselah, 0 
gimana biar motornya sehat terus tanpa hrus service, 1
Ban bocor nih, 0
Suruh ke lokasi mesin mati total nih, 1
Buat mesin bagusan pertamax pertalite atau minyak jelantah ?, 1
mesin Over heat, 1
Hal yang akan saya tanyakan ialah apa penyebab mesin mati dan bagai mana cara mengatasinya, 1
Gabisa di starter.. Mungkin masalah aki, 0
Biasanya tinggal ke bengkel mesin, 1
Nanya tips merawat mesin spy tidak rusak, 1
rem belakang kadang kadang kurang pakem, 0
Mesin tiba tiba mati sendiri, 1
Kenapa mesinnya bisa tiba tiba mati ?, 1
Bantuin dong motor gw mogok niih, 1
tiba tiba mati gabisa nyala, 1
Sekring rusak,0
Bagian dalam mesin, 1
lampu saya kenapa kedap kedip ya?, 0
aki nya soak gabisa di starter lampu kedap kedip benerinnya gimana ya, 0
Tidak bisa nyala gak bisa di starter, 0
Ini kenapa ya mesinnya?, 1
Busi lemah, 0
Penyebab kenapa mesinnya mati biar tidak mogok di jln, 1
Mengapa mesin sepeda motor bisa mati secara tiba tiba ?, 1
Pengapian mesin kendaraan saya sepertinya bermasalah tarikan motornya kurang dan sering tersendat, 0
masalah mesin CVT apa tiap kendaraan penanganannya sama?, 1
Kenapa motor aing jadi ngeden giniih ?, 1
Saat kecepatan motor diturunkan mesin mati bunyi seperti balon meletus dari knalpot, 1
lampunya mati Apanya yang salah ?, 0  
speedo meter mati indikator bensin juga Apa yang perlu diganti ?, 0
Kalau service di gerai resmi biasanya kan banyak daftar servisnya nah nanti pilih servis yg mana?, 0
Kelistrikan, 0
Sob tolong perbaiki kelistrikan di motor saya ?, 0
Karburator, 0
Mesin brebet atau mati sendiri,1
Kalo memajukan pengapian yang di potong di tonjolan magnet bagian mana belakang apa depan, 1
yang mau saya tanyakan waktu gas di putar seperti ada suara kemritik gitu kalau di dengerin sih dari sebelah kanan ,1
apa memang benar bunyi injectornya sprti itu?soalnya kedengeran kasar banget .motornya baru 8 bulan, 1
honda spacy fi saya olie gardannya suka netes sendiri setelah saya cek kebengkel ternyata crankcase kirinya retak, 1
sy punya motor kaisar Ruby jika hidup di tempat bagus aja tp jika berjalan ada terasa tersendat seperti bensin mo habis padahal di tengki msh penuh dan ada bunyi seperti orang bersin dan di saat gas di tutup dan akan di tarik di awal itu lah seperti kosong dan setelah di tarik lagi dan kaget langsung melaju si Rubi nya nah apa ya kira kira penyebab nya mohon bantuan nya.trimksh, 1
Misi om mau nanya kalo motor gua d gas setengah berebet itu masalah nya dari mana?,1
Mohon petunjuk bro motor biet injeksi 2013 gas nya kadang besar kadang kecil sendiri Dan jugs nembak dari leher udara apa maaala nya bro, 1
Bagaimana cara mengurus motor kalau nalpot berasap, 1
tiap kali rem depan mendadak bunyi jedag-jedug begitupun ketika melibas lubang atau jalan yang kasar dengan kecepatan tinggi shock depan diganti pakai punya tiger, 0 
tiap kali cornering ban belakang terasa goyang semacam ngesot terkadang dangdutan saat cornering, 0 
motor suka miring ke kanan, 0
lampu sen suka gamaunya kalau tidak di gas. mohon bantuannya. terimakasih min., 0
misi min satria fu ane gk mau langsam ngidupin aja susah harus d kop. trs matian. pdahal klep uda d skur. apa karbunya ya,1
Mau tanya kalau motor ga bisa di gas..kira2 apa nya..kalau di lucur hidup tapi ga bisa di gas, 1
maaf min klo motor metik di stater nya gx bisa padahal aki nya baru..?, 0
Punya saya kalau dihidupkan aman aman saja begitu juga mau jalan pasang gigi 1 dan 2 aman aman juga nah tapi kalau pasang gigi 3 dan 4 di atas 40 km/h kok kaya ada suara bunyi yg gak enak d dengar pada mesin kayak air mendidih ada petunjuk gan?, 1
mau tanya Motor vario 150 lampu indikator kedap kedip 52X apa kerusakan nya,0
Misi bang . mau tanya kalo mtr beat injeksi cbs saat di gas tarikan awal brebet dan knalpot nembak gitu apa yah bang penyebabnya?, 1
misi min mau tanya motor vixion ane klok jalan pelan auara kasar dan gk langsam. trs klok posisi koplng d tarik suara reda. bunyi klok2, 1
apa sebab nya oli mesin bisa naik dan membanjiri filter udara. pdhal tenaga mtornya msh ok seperti biasa busi msh normal & no asap.?, 1
Min mohon maaf saya mau tanya motor mio saya pada kecepatan mau ke 40-60 selalu mati  kalau kecepatan 20-30 berjalan normal(tidak mati) apa ya min masalah nya, 1 
Motor saya kan Honda Supra x 125 . Nah Knp ya motor saya tuh kalo di bawa jauh atau mesin nya panas .. suka ada bunyi Tek..Tek..Tek. nya bang, 1
Gan mau tanya kalau velg dokar rossi bekas xeon 125 apa bisa di pakai di vario, 0
supra125 sy knp ya sdh masuk gigi 1234 tp msh ngelos .. alias netral ? yg rusak apa nya ya , 1
Soket sudah di kencangkan aneh nya kondisi dipakai ngisi max sekitar 14.2v tapi kok ga tahan lama saat mesin dimatikan kontak tetap on lampu depan nyala tidak lama indikator aki merah nyalah,0
Bos mau tanya motor ku mio gt 2014 saat distater tangan tidak hidup saat rem(rem muka atau blkang) diramas tanpa tekan tombol stater motor hidup. begitu juga waktu jln  waktu rem diramas seperti lagi tekan tombol stater bunyinya. (Cattan :Awalnya lampu otomatis tapi sudah dibongkar pasang pake kontak on off),0
Bos mau nanya motor saya honda revi fit injek waktu nyalain normal kalau udah satu putaran ada gas ada bunyi tek tek itu apanya ya,1
Soket sudah sya kencangkan semua tapi masih tetap drop aki nya walaupun habis dipakai,0
Permisi Numpang Tnnya .. Motor Ny Smash .. Klo Mau Ganti Seher Gede .. Ganti Seher Thunder 125 .. Yg Lain Nya Standar JeboL Ga Tu Gan ? Klo Seher Gede Yg Lain Standart ?,1
Bro harga as kruk beat fi kisaran harga berapa, 1
Gan saya mw tnya kok air radiator vario 110 sering walaupun kadang2 sering bocor itu kenapa ya ?,1
bos mau tanya kalo motor satria fu saya susah hidup itu kendalanya ap y. mohon ulasan ny,1
Mas bisa bantu motor jika di hidupkan indikator di avometer menujukan ngisi begitu juga saat di bawa jalan naik menujukan ngisi namun saat mesin dimatikan posisi kontak tetap on tidak lama indikator aki langsung nyalah angka di avimeter langsung drop padahal aki baru sebulan,0
Masalah dimananya ya apakah di spull?,0
Bos mau tanya beat esp 2018 saya kan masih 2 bulan tpi wktu di gas kok brisik ya bunyi krikkk gitu?tapi bukan pada cvtnya sperti dari mesinnya tapi kalau pas gas tidak ditarik bunyi itu gk ada?kira2 apanya ya bos??solusinya gimana?di tunggu jawabannya,1
slamat siang slam one heart mau tanya bos sy punya honda matic vario 125 esp baru kehabis oli mesin karna penutup oli mesinnya terbuka setelah habis ganti oli bgmn penanganannya bos mohon pencerahannya,1
Maaf gan saya mau tanya soal mesin motor honda beat FI,1
Bos saya mw tnya kalo hbis ganti ring n klep trus d hdupin hdup tp d gas bsar atau fol kok gk mau ya ?trus kLuar api d karburator,1
Mz saya mau nanya motor mx new saya kn ngasep saya bawa ke bengkel udh di ganti ring tpy ko suara ny klmitik itu apa ny kalo di ganti piston ny bunyi ny bisa ilang gx ya, 1
Om saya mw tanya.. Kelep satria f.. Sim siman tu apa ya.. Kalau mw di bikin standrt lagi.. Apa yg harus di beli,1
Misi om numpang tanya nih klo sok Depan satria fu wat motor semes bisa ga bos mohon jwabannya bos...brng x ada yg tau solusinya,0
Mas saya mau tanya kemren saya ganti kampas ganda pada motor matic honda beat saya karena tenaga nya kurang,1
Tpi setelah saya ganti kampas dengan yg baru knpa tarikan awal masih melemah.. Tolong di jawab,1
Bos mau tanya Motor ane jupiter Burhan  tiba2 mati  setelah saya coba otak atik  ahirnya motor ane bsa hidup lg tpi gron koil g boleh d pasang jadi cuman 1 soket aja yg terpasang,0 
Bang mau tanya biasanya klo dealer tuh bisa gak ya masang lampu hazard dan biayanya kn brapa ya, 0
Saya mau nanya boz motor saya vga R tapi olinya kok keluar dari selang yg ada di bawah mesin hingga olinya abis ya klo sedikit sih nggk mslh ini sampe abis lo bila motor di hidupin, 1
Motor saya all new beat fi cbs iss 2015  pagi saya pakai beli bubur nyala  pas abis antri beli bubur mau pulang malah tidak bisa nyala  distarter ga kuat  di kick stater juga sama  sy coba terus akhirnya nyala . baru aja 10 meter mati lagi di stater ga kuat  di kick stater juga sama  tp terus sy coba kick stater nyala  dan sama baru juga 10 meteran udh mati lagi dan akhirnya ga bisa nyala lagi padahal lampu sein kiri kanan dan klakson normal,1
tuan tuan pengen tanya nih utk kerusakan new soul gt bunyi tek tek solusinya apa ya pdhal udah ganti block, 1
bang motor saya supra x 125 .keluaran tahun 2006 ..ketika motor saya melewati jarak 7km.an knalpot motor saya keluar asap putih .dan suaranya pun kayak ada bunyi..tik tik tik ...mohon solusinya..ya!!terimakassih, 1
saya baru beli motor n max abs baru satu bulan pakai cek punya cek saya lihat ada keretakan pada penutup v belt pada bagian ban belakang tdk mengeluarkan oli normal kah seperti itu semua motor n max?, 1
Motor saya matic xeon karbu tahun 2011 kemarin tiba"" mati gak bisa di starter kata nya aki nya tekor jadi mesti ganti aki.. tapi selang sebulan setelah ganti aki motor kembali lagi gak bisa di starter kira"" apa nya ya yg bermasalah??, 0
motor ane kan beat karbu 130cc harian ko tiba tiba ada penyakit aneh motor ane sering timbul penyakit narik2 kaya yg karbu nya kurang udara masuk udah ane cek pake karbu lain terus koil nya di coba di ganti cdi nya juga udah d coba ganti tapi tetep aja penyakit narik narik nya engga hilang kalo lagi jalan ga ilang ilang, 0
Motor ane cb150r tiba"" mati trus lampu utama kedap kedip. Habis di off kontak nyalaian normal lag setelah itu mati lagi lampu kedap kedip lagi dan di nyalakan mulai susah, 0
Motor saya tu amun d kontak normal aja panilxa tapi di koil gak kluar api. Gimana tu ya mas? Trimakasih, 0
mas mau tanya..karbu saya bocor dari saluran pembuangan...saya sudah ganti pelampung dan ventilator...tpi tetep bocor...kira2 apa ya?motor saya supra fit 2005 pakek karbu astrea grand, 1
Mau tanya admin tadi kan motor saya udah di cek semua dari fulm pamp hingga ke komponen injektor nya tapi masih brebet apabila di gas pelan itu kenapa yah, 1 
motor sy honda beat fi.jln putarn rpm 40 kebawah brebet dan sendat2.klu gas di tarik tinggi jln lancar gaa pol tambah lancar .begitu direm rpm 40 kebawah brebet lgi,1
Motor saya supra tidak keluar listrik sama sekali akan tetapi bila spull koil cdi saya pindahkan ke motor supra yang lainnya motor bisa nyala, 0
Terus saya kembalikan lagi spull koil dan cdi.nya ke motor saya sendiri listrik.nya gk ada lagi,0
Bagaimana caranya mengatasi motor yg selalu mati apabila lampu wesernya dihidupkan, 0
Motor saya yg cb150r injeksi habis saya bersihin tangki nya malah gk mau hidup cek pengapian normal lampu indikator/MIL juga gk bermasalah minyak nyembur, 1
Knp ya motor cb150r saya tiba"" mogok dijalan trus lampu injektorx menyala kedipan 12 lalu saya coba nyalakan tidak mau nyala harus matikan kontak trus nyalakan kembali. Semua sudah di ganti tapi tetap saja, 1
supra x saya ko kalo agak lama gak di hidupin.. sekali di hidupin jd mbrebet ya..? , 1
apa ad pengaruh nya ma saya kmaren ganti kampas kopling, 1
Sy mw tanya gmana ya caranya memperbaiki jeglengan sepedah mio yg rusak/los y cz ni staternya juga g bisa jd ni g bisa nyala sepedahnya, 1
permisi saya mau tanya motor sya gl pro.kenapa tak mau nyala padahal karbulator normal percakan api busi ada konfresi ada tapi saat di selah/stater ringan,1
kenapa stang motor saya berat sebelah?,0
Motor saya blade injeci mogok hilang api kira2 apaxa yabos trimalasih, 1
mlm bang ane mau nanyak nich ane punya motor mio pas ane lg manasin mesin motor kok rodanya laju terus n apa penyebabnya bang, 1
Mas knp ya motor saya klo pas netral sering msuk gigi sendiri, 1
motor n max saya ada keretakan pada blok luar v belt bagian luarnya pada ban belakang normal kah seperti itu?, 1
ane pny motor supea 125. awalnya mogok...mendadak, 1
kenapa rem depan motor saya ngempos?,0
setelh di selah hidup lg tapi tes sendat2 kaya krbu ny bermasal / pngpian nya yng bermasalh, 1
setelh di servis. di antara krbu pngpiain seherr ring juga sepul sidiae busi klep sudah tukar tuker onderdil lain yng tidak bermasal artiny sehat tpi belum jug ketemu solusinya masih nyendat aslias mbrebet, 1
untuk pemasangan kruk as sama pompa oli tidak ada setingan khusus kan cuma pasang sEperti semula saja, 1
motor beat injeksi bagian kipasnya jika terkena air hujan langsung mati knp ya?, 1
Motor zeon saya lampu gambar injeksiny nyala terus Dan tidak bisa lamsam sering mati2 mlulu kl berhenti, 1
mau tanya motor Vario sy dispedo meter.digambar F menyala merah knpa y.mhn pencerahan sy, 1
Klo mio j gk ada api total injeksi control gk nyala, 1
mesinnya mudah panas kemudian kadang2 tidak mau di gas, 1
Kadang2 seperti ketekoran minyak..kadang2 hidupnya mudah kadang2 bandel...padahal baru ganti karet vakum...kira2 kenapa ya gan, 1
Motor mio sporty di stater nyala wktu di panasi kadang gasnya naik sendiri. Itu kenapa ya, 1
apa penyebab rem belakang motor matic bunyi?,0
mau nanya gan kira"" kerusakan apa ya motor mio saya tidak bisa distarter dan di engkol itu keras dan motor tidak bisa menyala,1
kenapa stang motor saya suka oleng?,0
Bang mau tanya noken as revo diganti bearingnya tapi setelah dipasang bearingnya macet apa masalahnya ya?, 1
Gan gimana atasi motor injeksi mati aki kadang nyala bagus kadand redup pengecas dari spul ngak keluar api, 0
motor mio suara injeksinya mati trus tidak ada pengapian itu yg rusak atw yg mati nya itu apa aja gan, 1
pom oli yang membasahi kepala silinder itu kadang naik kadang tidak apa penyebab nya, 1
cuma memakai magnet vega new yg udah di bubut sepul nya bawaan Kenapa lampu jd mati ya , 0
Om cara mengatasi injeksi ga mendengung / mati, 1
kalo kabel sepul mio soul yg keluar apinya warna apa om, 1
